name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1003;0;1003;3111;1093;3111;1046;0
header;204;135;204;170;1832;170;1832;135
C;997;968;997;987;1011;987;1011;968
A;1035;1433;1035;1451;1052;1451;1052;1433
B;1052;1472;1052;1490;1069;1490;1069;1472
B;1057;1703;1057;1730;1073;1730;1073;1703
B;1056;1801;1056;1821;1070;1821;1070;1801
C;1057;1930;1057;1956;1076;1956;1076;1930
C;1058;1975;1058;2008;1078;2008;1078;1975
A;1081;2758;1081;2762;1084;2762;1084;2758
A;1081;2767;1081;2783;1084;2783;1084;2767
